2025-04-11 23:15:54,192.14
2025-04-11 23:18:05,191.06
2025-04-11 23:18:57,191.12
2025-04-11 23:19:45,190.73
2025-04-11 23:20:45,190.79
2025-04-11 23:21:45,190.52
2025-04-11 23:22:46,190.14
2025-04-11 23:23:46,189.60
2025-04-11 23:24:46,190.13
2025-04-11 23:25:46,190.61
2025-04-11 23:26:47,190.47
2025-04-11 23:27:47,190.65
2025-04-11 23:28:47,190.08
2025-04-11 23:29:29,189.86
2025-04-11 23:30:29,190.30
2025-04-11 23:30:51,190.72
2025-04-11 23:31:53,190.66
2025-04-11 23:32:04,191.20
2025-04-11 23:32:29,191.16
2025-04-11 23:33:10,191.04
2025-04-11 23:35:29,191.98
2025-04-11 23:36:29,191.82
2025-04-11 23:37:29,191.71
2025-04-11 23:38:29,191.90
2025-04-11 23:39:29,192.21
2025-04-11 23:40:30,191.67
2025-04-11 23:41:30,191.89
2025-04-11 23:42:30,192.26
2025-04-11 23:43:30,192.45
2025-04-11 23:44:30,192.57
2025-04-11 23:45:31,193.22
2025-04-11 23:46:31,193.41
2025-04-11 23:47:31,193.57
2025-04-11 23:48:31,193.38
2025-04-11 23:49:31,193.23
2025-04-11 23:50:32,193.00
2025-04-11 23:51:32,192.70
2025-04-11 23:54:56,192.91
2025-04-11 23:55:32,192.86
2025-04-11 23:56:00,192.87
2025-04-11 23:57:00,192.88
2025-04-11 23:58:00,193.03
2025-04-11 23:58:05,192.92
2025-04-11 23:59:05,192.42
2025-04-12 00:00:05,193.01
2025-04-12 00:01:06,192.95
2025-04-12 00:02:06,192.54
2025-04-12 00:03:06,192.83
2025-04-12 00:04:06,192.08
2025-04-12 00:05:07,192.03
2025-04-12 00:06:07,192.00
2025-04-12 00:07:07,192.15
2025-04-12 00:08:07,192.79
2025-04-12 00:09:07,193.20
2025-04-12 00:10:08,193.55
2025-04-12 00:11:08,193.61
2025-04-12 00:12:08,193.85
2025-04-12 00:13:08,193.42
2025-04-12 00:14:09,192.83
2025-04-12 00:15:09,192.46
2025-04-12 00:16:09,192.82
2025-04-12 00:17:09,192.57
2025-04-12 00:18:10,192.26
2025-04-12 00:19:10,192.35
2025-04-12 00:20:10,192.44
2025-04-12 00:21:10,192.50
2025-04-12 00:22:11,192.67
2025-04-12 00:23:11,192.66
2025-04-12 00:24:11,192.07
2025-04-12 00:25:11,192.55
2025-04-12 00:26:11,192.93
2025-04-12 00:27:12,192.37
2025-04-12 00:28:12,193.01
2025-04-12 00:29:12,193.27
2025-04-12 00:30:12,193.01
2025-04-12 00:31:13,193.28
2025-04-12 00:32:13,193.41
2025-04-12 00:33:13,193.62
2025-04-12 00:34:13,193.49
2025-04-12 00:35:13,193.43
2025-04-12 00:36:14,193.45
2025-04-12 00:37:14,193.60
2025-04-12 00:38:14,193.63
2025-04-12 00:39:14,194.13
2025-04-12 00:40:15,194.39
2025-04-12 00:41:15,194.22
2025-04-12 00:42:15,194.55
2025-04-12 00:43:15,194.54
2025-04-12 00:44:15,194.72
2025-04-12 00:45:16,194.85
2025-04-12 00:46:16,194.90
2025-04-12 00:47:16,194.93
2025-04-12 00:48:16,195.09
2025-04-12 00:49:16,195.20
2025-04-12 00:50:17,195.09
2025-04-12 00:51:17,194.90
2025-04-12 00:52:17,194.57
2025-04-12 00:53:17,194.88
2025-04-12 00:54:17,194.74
2025-04-12 00:55:18,194.86
2025-04-12 00:56:18,194.97
2025-04-12 00:57:18,195.50
2025-04-12 00:58:18,195.29
2025-04-12 00:59:19,195.42
2025-04-12 01:00:19,195.39
