2025-04-11 23:15:54,250.32
2025-04-11 23:18:05,248.56
2025-04-11 23:18:57,247.70
2025-04-11 23:19:45,246.11
2025-04-11 23:20:45,246.20
2025-04-11 23:21:45,246.07
2025-04-11 23:22:46,245.15
2025-04-11 23:23:46,244.78
2025-04-11 23:24:46,246.18
2025-04-11 23:25:46,246.49
2025-04-11 23:26:47,246.20
2025-04-11 23:27:47,245.71
2025-04-11 23:28:47,245.09
2025-04-11 23:29:29,245.12
2025-04-11 23:30:29,246.18
2025-04-11 23:30:51,246.49
2025-04-11 23:31:53,246.47
2025-04-11 23:32:04,246.80
2025-04-11 23:32:29,247.19
2025-04-11 23:33:10,246.87
2025-04-11 23:35:28,247.08
2025-04-11 23:36:29,246.30
2025-04-11 23:37:29,246.21
2025-04-11 23:38:29,246.79
2025-04-11 23:39:29,247.84
2025-04-11 23:40:30,246.49
2025-04-11 23:41:30,246.79
2025-04-11 23:42:30,247.44
2025-04-11 23:43:30,247.28
2025-04-11 23:44:30,247.08
2025-04-11 23:45:31,247.93
2025-04-11 23:46:31,248.76
2025-04-11 23:47:31,249.59
2025-04-11 23:48:31,249.45
2025-04-11 23:49:32,248.74
2025-04-11 23:50:32,247.88
2025-04-11 23:51:32,246.95
2025-04-11 23:54:56,247.74
2025-04-11 23:55:32,247.04
2025-04-11 23:56:00,247.40
2025-04-11 23:57:00,247.47
2025-04-11 23:58:00,247.58
2025-04-11 23:58:05,247.38
2025-04-11 23:59:05,246.62
2025-04-12 00:00:05,247.79
2025-04-12 00:01:06,248.20
2025-04-12 00:02:06,247.58
2025-04-12 00:03:06,248.37
2025-04-12 00:04:06,247.02
2025-04-12 00:05:07,246.93
2025-04-12 00:06:07,246.73
2025-04-12 00:07:07,246.31
2025-04-12 00:08:07,245.95
2025-04-12 00:09:07,246.48
2025-04-12 00:10:08,246.44
2025-04-12 00:11:08,245.52
2025-04-12 00:12:08,245.71
2025-04-12 00:13:08,244.36
2025-04-12 00:14:09,243.67
2025-04-12 00:15:09,243.89
2025-04-12 00:16:09,243.94
2025-04-12 00:17:09,243.71
2025-04-12 00:18:10,242.87
2025-04-12 00:19:10,242.52
2025-04-12 00:20:10,243.41
2025-04-12 00:21:10,243.58
2025-04-12 00:22:11,243.79
2025-04-12 00:23:11,244.08
2025-04-12 00:24:11,242.40
2025-04-12 00:25:11,242.73
2025-04-12 00:26:11,243.39
2025-04-12 00:27:12,242.78
2025-04-12 00:28:12,243.08
2025-04-12 00:29:12,243.53
2025-04-12 00:30:12,243.56
2025-04-12 00:31:13,244.30
2025-04-12 00:32:13,244.13
2025-04-12 00:33:13,244.64
2025-04-12 00:34:13,244.37
2025-04-12 00:35:13,244.35
2025-04-12 00:36:14,244.71
2025-04-12 00:37:14,245.06
2025-04-12 00:38:14,245.14
2025-04-12 00:39:14,245.54
2025-04-12 00:40:15,245.51
2025-04-12 00:41:15,245.12
2025-04-12 00:42:15,244.29
2025-04-12 00:43:15,243.80
2025-04-12 00:44:15,244.65
2025-04-12 00:45:16,244.30
2025-04-12 00:46:16,244.29
2025-04-12 00:47:16,244.30
2025-04-12 00:48:16,244.68
2025-04-12 00:49:16,244.62
2025-04-12 00:50:17,244.47
2025-04-12 00:51:17,244.09
2025-04-12 00:52:17,243.86
2025-04-12 00:53:17,244.33
